21,20.2259,1735292364
15,20.2259,1735292364
37,20.2259,1735292364
142,20.2259,1735292364
132,20.2259,1735292364
15,20.0255,1735292365
37,20.0255,1735292366
15,19.7792,1735292366
142,20.0255,1735292367
15,19.9315,1735292367
21,20.0255,1735292367
132,20.0255,1735292367
37,19.7792,1735292368
15,19.9098,1735292368
15,20.0926,1735292369
142,19.7792,1735292370
37,19.9315,1735292370
15,19.9458,1735292370
132,19.7792,1735292370
21,19.7792,1735292370
15,19.7140,1735292371
37,19.9098,1735292372
15,19.9261,1735292372
142,19.9315,1735292373
15,19.8620,1735292373
21,19.9315,1735292373
132,19.9315,1735292373
37,20.0926,1735292374
15,20.0956,1735292374
