1, 0.001000, 1732448555
2, 0.002000, 1732448555
3, 0.003000, 1732448555
4, 0.003000, 1732448555
1, 0.001000, 1732448633
2, 0.002000, 1732448633
3, 0.003000, 1732448633
4, 0.003000, 1732448633
1, 0.001000, 1732448725
2, 0.002000, 1732448725
3, 0.003000, 1732448725
4, 0.003000, 1732448725
1, 0.001000, 1732449068
2, 0.002000, 1732449068
3, 0.003000, 1732449068
4, 0.003000, 1732449068
1, 0.001000, 1732450006
2, 0.002000, 1732450006
3, 0.003000, 1732450006
4, 0.003000, 1732450006
1, 0.001000, 1732450025
2, 0.002000, 1732450025
3, 0.003000, 1732450025
4, 0.003000, 1732450025
1, 0.001000, 1732450099
2, 0.002000, 1732450099
3, 0.003000, 1732450099
4, 0.003000, 1732450099
1, 0.001000, 1732450131
2, 0.002000, 1732450131
3, 0.003000, 1732450131
4, 0.003000, 1732450131
